Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
125000.0,Opel Astra Diesel Automatique 2014 à Marrakech,2014,Automatique,Diesel,175000.0,Opel,Astra,5,WW au Maroc,Oui,9 CV,Excellent,Aucun
150000.0,Renault clio 4,2021,Manuelle,Diesel,37500.0,Renault,Clio,5,WW au Maroc,Oui,5 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Système de navigation/GPS, Vitres électriques"
306000.0,Alfa Romeo Tonale MHEV Edition Speciale,2023,Automatique,Essence,22500.0,Alfa Romeo,Tonale,5,WW au Maroc,Oui,8 CV,Excellent,Aucun
42000.0,Citroën Xsara Diesel 2004   42000dhs,2004,Manuelle,Diesel,225000.0,Citroen,Xsara,5,WW au Maroc,Non,7 CV,Bon,Vitres électriques
290000.0,Hyundai Santa Fe,2021,Automatique,Diesel,105000.0,Hyundai,Santa Fe,5,WW au Maroc,Non,8 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
148000.0,رونو كونغو,2019,Manuelle,Diesel,82500.0,Renault,Kangoo,5,WW au Maroc,Non,6 CV,Neuf,"Climatisation, Jantes aluminium"
152000.0,RENAULT CLIO 5 2023 CARTE GRISE,2023,Manuelle,Diesel,87500.0,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, Climatisation, ESP, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
75000.0,Hyundai i10 Essence Manuelle 2016 à Marrakech,2016,Manuelle,Essence,145000.0,Hyundai,i10,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Verrouillage centralisé à distance, Vitres électriques"
105000.0,Polo R6 2012 dédouanee,2012,Manuelle,Diesel,225000.0,Volkswagen,Polo,5,Dédouanée,Non,6 CV,Excellent,"Airbags, Climatisation, ESP, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques"
120000.0,Renault kangoo,2016,Manuelle,Diesel,115000.0,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Excellent,Aucun
115000.0,Toyota Prado Diesel Manuelle 2008 à Fès,2008,Manuelle,Diesel,225000.0,Toyota,Prado,3,WW au Maroc,Non,12 CV,Très bon,Aucun
