Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
85 000 DH,Mercedes ML320,2006,Automatique,Diesel,350 000 - 399 999,Mercedes-Benz,Classe ML,5,,,12 CV,Très bon,Aucun
650 000 DH,Mercedes-Benz classe GLC 300 d coupé pack AMG,2020,Automatique,Diesel,85 000 - 89 999,Mercedes-Benz,Classe GLC,5,Importée neuve,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,DACIA DOKKER 09-2019 Manuelle à Marrakech,2019,Manuelle,Diesel,70 000 - 74 999,Dacia,Dokker,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,Fiat 500 ttes opt,2022,Automatique,Essence,60 000 - 64 999,Fiat,500,5,WW au Maroc,Oui,7 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
285 000 DH,seat ateca expérience 2021,2021,Automatique,Diesel,80 000 - 84 999,Seat,Altea,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
60 000 DH,Honda Accord Essence Manuelle 2006 à Agadir,2006,Manuelle,Essence,30 000 - 34 999,Honda,Accord,5,WW au Maroc,Oui,11 CV,Excellent,Aucun
,Renault  Clio  Diesel  Manuel  2020 à Agadir,2020,Manuelle,Diesel,90 000 - 94 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
98 000 DH,Mercedes-Benz Classe A Diesel Manuelle 2009,2009,Manuelle,Diesel,130 000 - 139 999,Mercedes-Benz,Classe A,5,Dédouanée,Non,8 CV,Bon,Aucun
,Fiat Tipo Diesel Automatique 2023 à Marrakech,2023,Automatique,Diesel,40 000 - 44 999,Fiat,Tipo,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
155 000 DH,Peugeot 308,2018,Manuelle,Diesel,130 000 - 139 999,Peugeot,308,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,Hyundai Santa Fe Diesel Manuelle 2007 à Errachidia,2007,Manuelle,Diesel,250 000 - 299 999,Hyundai,Santa Fe,5,WW au Maroc,Non,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Sièges cuir, Verrouillage centralisé à distance"
,Mercedes-Benz Classe C Diesel Automatique 2019,2019,Automatique,Diesel,140 000 - 149 999,Mercedes-Benz,Classe C,5,Dédouanée,,9 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Fiat 500x 2022 automatique,2022,Automatique,Diesel,85 000 - 89 999,Fiat,500X,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
88 000 DH,Kia Picanto Automatique - 2021,2021,Automatique,Essence,35 000 - 39 999,Kia,Picanto,5,WW au Maroc,Oui,4 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
245 000 DH,Tres belle Audi Q3 Stronic Quattro 2L.,2017,Automatique,Diesel,110 000 - 119 999,Audi,Q3,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
175 000 DH,Renault express,2022,Manuelle,Diesel,15 000 - 19 999,Renault,Express,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,Hyundai Tucson Hybride,2022,Automatique,Hybride,45 000 - 49 999,Hyundai,Tucson,5,WW au Maroc,Oui,9 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
215 000 DH,Jeep Renegade Diesel Automatique 2022 à Marrakech,2022,Automatique,Diesel,90 000 - 94 999,Jeep,Renegade,5,WW au Maroc,,6 CV,Excellent,Aucun
,ستروين برلينكو عامرة 2 كولييس 2015 EXTR,2015,Manuelle,Diesel,200 000 - 249 999,Citroen,Berlingo,5,WW au Maroc,,6 CV,Neuf,Aucun
63 000 DH,Hyundai Tucson diesel 2007,2007,Manuelle,Diesel,250 000 - 299 999,Hyundai,Tucson,5,,Non,8 CV,Bon,"Airbags, Climatisation, Jantes aluminium, Ordinateur de bord, Sièges cuir, Verrouillage centralisé à distance"
,Volkswagen T-Roc 12/2022,2022,Automatique,Diesel,30 000 - 34 999,Volkswagen,T-Roc,,WW au Maroc,Oui,8 CV,Excellent,"ABS, Airbags, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Audi Q5 Diesel Automatique 2020 à Agadir,2020,Automatique,Diesel,90 000 - 94 999,Audi,Q5,5,WW au Maroc,Oui,8 CV,Neuf,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
67 000 DH,سيارة من نوع داصيا للبيع,2006,Manuelle,Diesel,160 000 - 169 999,Dacia,Logan,3,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Radar de recul, Verrouillage centralisé à distance, Vitres électriques"
160 000 DH,Seat Ibiza Essence Manuelle 2022 à Tanger,2022,Manuelle,Essence,80 000 - 84 999,Seat,Ibiza,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
200 000 DH,ford kuga titanium,2017,Manuelle,Diesel,170 000 - 179 999,Ford,Kuga,,WW au Maroc,Oui,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
152 000 DH,opel crossland,2019,Manuelle,Diesel,95 000 - 99 999,Opel,Crossland,5,WW au Maroc,Non,6 CV,Très bon,Aucun
,BMW Série 1 Diesel Automatique 2012 à Agadir,2012,Automatique,Diesel,200 000 - 249 999,BMW,Série 1,3,Dédouanée,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Vitres électriques"
159 000 DH,Hyundai Santa Fe ultimate crdi 198chv 4wd l3aaamra,2014,Automatique,Diesel,190 000 - 199 999,Hyundai,Santa Fe,5,Dédouanée,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
139 000 DH,Renault Clio Diesel Manuelle 2021 à Casablanca,2021,Manuelle,Diesel,90 000 - 94 999,Renault,Clio,,WW au Maroc,Non,6 CV,Très bon,Aucun
179 000 DH,Jeep Renegade Diesel Automatique 2022 à Marrakech,2022,Automatique,Diesel,100 000 - 109 999,Jeep,Renegade,5,WW au Maroc,Oui,6 CV,Excellent,Aucun
158 000 DH,هيونداي أكسنت 2022  مازوط ممكن التبادل,2022,Manuelle,Diesel,95 000 - 99 999,Hyundai,Accent,,WW au Maroc,Oui,6 CV,,Aucun
,pajero,1999,Manuelle,Diesel,20 000 - 24 999,Mitsubishi,Pajero,,,,8 CV,Très bon,Aucun
76 000 DH,Peugeot 208 Diesel Manuelle 2015 à Casablanca,2015,Manuelle,Diesel,130 000 - 139 999,Peugeot,208,5,,Non,6 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
38 000 DH,Mercedes-Benz E250,1998,Manuelle,Diesel,400 000 - 449 999,Mercedes-Benz,Classe E,5,Dédouanée,Non,10 CV,Très bon,"ABS, Airbags, Climatisation, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques"
,Renault R21,1992,Manuelle,Diesel,0 - 4 999,Renault,R21,5,Dédouanée,Non,8 CV,Excellent,"Jantes aluminium, Vitres électriques"
35 000 DH,suzudi alto,2009,Manuelle,Essence,100 000 - 109 999,Suzuki,Alto,5,WW au Maroc,Non,5 CV,Excellent,CD/MP3/Bluetooth
,suzuki,2011,Manuelle,Essence,15 000 - 19 999,Suzuki,Maruti,,,,6 CV,,Aucun
,سيارة رونو 19 للبيع تامنصورت,2000,Manuelle,Diesel,5 000 - 9 999,Renault,19,,,,5 CV,,Aucun
136 000 DH,Renault Clio Diesel Automatique 2019 à Casablanca,2019,Automatique,Diesel,90 000 - 94 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
128 000 DH,Volkswagen Golf 6 pack GTD,2012,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Golf 6,5,Dédouanée,,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
143 000 DH,Renault clio M2021 automatique j'accepte reprise,2021,Automatique,Diesel,75 000 - 79 999,Renault,Clio,,WW au Maroc,Non,6 CV,Excellent,"ABS, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
280 000 DH,Jaguar XF Diesel Automatique 2019 à Casablanca,2019,Automatique,Diesel,160 000 - 169 999,Jaguar,XF,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Mercedes-Benz Gle 350de hybride coupé  pack amg,2025,Automatique,Hybride,0 - 4 999,Mercedes-Benz,Classe GLE,5,Importée neuve,Oui,9 CV,Neuf,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
152 000 DH,peugeot,2019,Manuelle,Diesel,130 000 - 139 999,Peugeot,2008,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
100 000 DH,Kaicene star truck,2025,Manuelle,Essence,0 - 4 999,DFSK,K01h,,WW au Maroc,,6 CV,Neuf,Aucun
168 000 DH,Renault Express,2023,Manuelle,Diesel,100 000 - 109 999,Renault,Express,5,WW au Maroc,Oui,6 CV,Excellent,Aucun
105 000 DH,skoda rapide,2015,Manuelle,Diesel,200 000 - 249 999,Skoda,Rapid,3,WW au Maroc,,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Vitres électriques"
,Dacia,2008,Manuelle,Essence,Plus de 500 000,Dacia,Logan,,,,6 CV,Excellent,"CD/MP3/Bluetooth, Jantes aluminium, Verrouillage centralisé à distance"
,Peugeot 308,2021,Manuelle,Diesel,10 000 - 14 999,Peugeot,308,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
251 000 DH,Kia Seltos Diesel Automatique 2022 à Béni Mellal,2022,Automatique,Diesel,20 000 - 24 999,Kia,Seltos,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
60 000 DH,mercedes 270,2007,Automatique,Diesel,190 000 - 199 999,Mercedes-Benz,270,5,Dédouanée,Oui,11 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
,GLC 300 De diesel hybride,2025,Automatique,Diesel,0 - 4 999,Mercedes-Benz,Classe GLC,5,Importée neuve,Oui,8 CV,Neuf,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Mercedes -classe A AMG,2016,Automatique,Diesel,180 000 - 189 999,Mercedes-Benz,Classe A,5,Dédouanée,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
71 000 DH,ford,2012,Manuelle,Essence,5 000 - 9 999,Ford,Fiesta,5,WW au Maroc,Oui,5 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Limiteur de vitesse, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
250 000 DH,Seat Leon Diesel Automatique 2018 à Casablanca,2018,Automatique,Diesel,110 000 - 119 999,Seat,Leon,5,Importée neuve,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Kia ceed 2021 boite automatique,2021,Automatique,Diesel,50 000 - 54 999,Kia,Ceed,5,WW au Maroc,,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
96 000 DH,Volkswagen Passat Diesel Manuelle 2008 à Salé,2008,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Passat,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
220 000 DH,Golf 7 2.0L pack 7.5 GTD diwana 2022,2016,Automatique,Diesel,200 000 - 249 999,Volkswagen,Golf 7,5,Dédouanée,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
845 000 DH,🇧🇪Touareg  R-line full option 🇧🇪,2024,Automatique,Diesel,15 000 - 19 999,Volkswagen,Touareg,5,WW au Maroc,Oui,12 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
112 000 DH,Opel Adam Essence Manuelle 2017 à Casablanca,2017,Manuelle,Essence,100 000 - 109 999,Opel,Adam,3,WW au Maroc,Oui,7 CV,Très bon,Aucun
123 000 DH,Toyota Auris Diesel Manuelle 2014 à Mrir't,2014,Manuelle,Diesel,10 000 - 14 999,Toyota,Auris,5,WW au Maroc,Non,5 CV,Excellent,"Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques"
,Mercedes-Benz GLC 300 Coupé 150.000KM Hybride 2022,2022,Automatique,Hybride,150 000 - 159 999,Mercedes-Benz,Classe GLC,5,Importée neuve,,8 CV,Neuf,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
138 000 DH,Touareg 2015,2015,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touareg,5,WW au Maroc,Non,12 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Vitres électriques"
,Land Rover Range Rover Evoque Diesel Automatique,2017,Automatique,Diesel,160 000 - 169 999,Land Rover,Range Rover Evoque,5,WW au Maroc,Non,8 CV,Bon,"ABS, Airbags, Climatisation, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques"
105 000 DH,grand i10 a vendre,2016,Automatique,Essence,70 000 - 74 999,Hyundai,i10,5,WW au Maroc,,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Radar de recul, Verrouillage centralisé à distance, Vitres électriques"
,Volkswagen Golf 7 R-line,2019,Automatique,Diesel,80 000 - 84 999,Volkswagen,Golf 7,5,WW au Maroc,Oui,8 CV,Excellent,Aucun
80 000 DH,Opel Zafira 7 places,2006,Manuelle,Diesel,200 000 - 249 999,Opel,Zafira,5,Dédouanée,Non,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Ordinateur de bord, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
40 000 DH,suzuki alto,2010,Manuelle,Essence,0 - 4 999,Suzuki,Alto,5,,Oui,6 CV,Très bon,"ABS, Airbags, Climatisation, ESP, Radar de recul"
68 000 DH,Alfa Romeo mito essence,2009,Manuelle,Essence,140 000 - 149 999,Alfa Romeo,Mito,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques"
,Kia Sportage Diesel Automatique 2022 à Rabat,2022,Automatique,Diesel,75 000 - 79 999,Kia,Sportage,5,WW au Maroc,Oui,6 CV,Neuf,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,dacia duster 2018,2018,Manuelle,Diesel,150 000 - 159 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Système de navigation/GPS"
,Citroen C4 Diesel Manuelle 2006,2006,Manuelle,Diesel,170 000 - 179 999,Citroen,C4,3,WW au Maroc,Non,6 CV,Bon,Aucun
,Range Rover Evoque R dynamic à Sale el jadida,2020,Automatique,Diesel,65 000 - 69 999,Land Rover,Range Rover Evoque,5,WW au Maroc,Non,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
365 000 DH,Audi Q5 2019,2019,Automatique,Diesel,90 000 - 94 999,Audi,Q5,5,WW au Maroc,Non,8 CV,,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
305 000 DH,Hyundai Tucson Diesel Automatique 2022 à Agadir,2022,Automatique,Diesel,75 000 - 79 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Excellent,Aucun
890 000 DH,AUDI SQ5  S-line Diesel,2022,Automatique,Diesel,95 000 - 99 999,Audi,Q5,5,WW au Maroc,Oui,12 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
30 000 DH,Honda Civic Essence Manuelle 1994 à Settat,1994,Manuelle,Essence,300 000 - 349 999,Honda,Civic,5,WW au Maroc,Non,9 CV,Bon,"CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques"
,Volkswagen Golf 7 Diesel Automatique 2018 à Agadir,2018,Automatique,Diesel,200 000 - 249 999,Volkswagen,Golf 7,5,WW au Maroc,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
208 000 DH,seat Arona Modèle 2022 1ère main,2022,Manuelle,Diesel,50 000 - 54 999,Seat,Arona,5,WW au Maroc,Oui,6 CV,Excellent,Aucun
47 000 DH,Chevrolet optra peinture d'origine,2008,Manuelle,Essence,140 000 - 149 999,Chevrolet,Optra,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Ordinateur de bord, Verrouillage centralisé à distance, Vitres électriques"
,فياط اونو مستعملة,2006,Manuelle,Diesel,Plus de 500 000,Fiat,Uno,5,Dédouanée,Non,7 CV,Excellent,"CD/MP3/Bluetooth, Jantes aluminium, Verrouillage centralisé à distance"
120 000 DH,Fiat 500 année 2022,2022,Manuelle,Essence,50 000 - 54 999,Fiat,500,5,WW au Maroc,Oui,5 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
168 000 DH,opel jdida,2020,Manuelle,Diesel,100 000 - 109 999,Opel,Crossland,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
180 000 DH,OPEL CORSA Essence Automatique 2023,2023,Automatique,Essence,35 000 - 39 999,Opel,Corsa,5,WW au Maroc,Oui,7 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
345 000 DH,Land Rover Range Rover Sport Diesel Automatique,2014,Automatique,Diesel,160 000 - 169 999,Land Rover,Range Rover Sport,5,Importée neuve,Oui,12 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Renault Kadjar Diesel Automatique 2019 à Rabat,2019,Automatique,Diesel,60 000 - 64 999,Renault,Kadjar,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
