Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
,Mercedes-Benz Classe E Hybride Automatique 2024,2024,Automatique,Hybride,0 - 4 999,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,9 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Hyundai Grand i10 Manuelle  fin 2021 à Rabat,2021,Manuelle,Essence,100 000 - 109 999,Hyundai,i10,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, ESP, Verrouillage centralisé à distance, Vitres électriques"
98 000 DH,alfa romeo giullietta,2012,Manuelle,Diesel,160 000 - 169 999,Alfa Romeo,Giulietta,5,WW au Maroc,Non,8 CV,Très bon,"ABS, Airbags, Climatisation, ESP, Jantes aluminium, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Vitres électriques"
,Audi A4 35 TDI premium plus,2023,Automatique,Diesel,25 000 - 29 999,Audi,A4,5,WW au Maroc,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
235 000 DH,peugeot 3008,2018,Automatique,Diesel,100 000 - 109 999,Peugeot,3008,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
29 000 DH,citroen c15,1998,Manuelle,Essence,30 000 - 34 999,Citroen,C15,,,,7 CV,,Aucun
35 000 DH,Volkswagen Golf 2 Diesel Manuelle 1986 à Inzegan,1986,Manuelle,Diesel,170 000 - 179 999,Volkswagen,Golf 2,5,Dédouanée,Non,6 CV,Très bon,Aucun
690 000 DH,Mercedes-Benz Classe GLC Hybride Automatique 2021,2021,Automatique,Hybride,75 000 - 79 999,Mercedes-Benz,Classe GLC,5,Dédouanée,Non,11 CV,Très bon,Aucun
148 000 DH,Citroën C3 Shein Diesel 2022,2022,Manuelle,Diesel,130 000 - 139 999,Citroen,C3,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,Citroen C1 Essence Manuelle 2020 à Casablanca,2020,Manuelle,Essence,70 000 - 74 999,Citroen,C1,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Vitres électriques"
,Audi RS6 Essence Automatique 2021 à Rabat,2021,Automatique,Essence,60 000 - 64 999,Audi,A6,5,,Non,23 CV,Excellent,Aucun
110 000 DH,toyota yaris,2017,Manuelle,Diesel,90 000 - 94 999,Toyota,Yaris,5,,Non,5 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Radar de recul, Vitres électriques"
,Range Rover Evoque 4WD HSE Dynamique 2016,2016,Automatique,Diesel,120 000 - 129 999,Land Rover,Range Rover Evoque,5,Importée neuve,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
178 000 DH,Jeep Renegade Diesel Automatique 2018 à Marrakech,2018,Automatique,Diesel,160 000 - 169 999,Jeep,Renegade,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
178 000 DH,Jeep Grand Cherokee,2017,Automatique,Diesel,160 000 - 169 999,Jeep,Grand Cherokee,5,WW au Maroc,Non,12 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
175 000 DH,Renault Clio5 RSline,2021,Manuelle,Diesel,85 000 - 89 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,volkswagen,2018,Automatique,Diesel,120 000 - 129 999,Volkswagen,Caddy,5,Dédouanée,Oui,8 CV,Excellent,Aucun
,Alfa Romeo 145 Essence Automatique 2023,2023,Automatique,Essence,15 000 - 19 999,Alfa Romeo,145,,,,8 CV,,Aucun
,hyundai,2012,Manuelle,Diesel,450 000 - 499 999,Hyundai,i30,3,WW au Maroc,Oui,12 CV,Excellent,"Climatisation, Régulateur de vitesse, Sièges cuir, Vitres électriques"
,Jeep Grand Cherokee Essence Automatique 2023,2023,Automatique,Essence,30 000 - 34 999,Jeep,Grand Cherokee,5,WW au Maroc,Oui,21 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
22 500 DH,allure plus 3008,2019,Automatique,Diesel,100 000 - 109 999,Peugeot,3008,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
330 000 DH,Mersedes 2017 diwana 2022,2017,Automatique,Diesel,130 000 - 139 999,Mercedes-Benz,220,3,Dédouanée,Oui,7 CV,Excellent,"Airbags, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Vitres électriques"
225 000 DH,Opel Mokka,2025,Automatique,Essence,0 - 4 999,Opel,Mokka,5,WW au Maroc,Oui,7 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,AUDI A6 2016,2016,Automatique,Diesel,130 000 - 139 999,Audi,A6,5,WW au Maroc,Oui,12 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
160 000 DH,Renault Kangoo,2021,Manuelle,Diesel,180 000 - 189 999,Renault,Kangoo,5,WW au Maroc,Oui,8 CV,Très bon,"ABS, Airbags, Caméra de recul, Climatisation, ESP, Ordinateur de bord, Radar de recul, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
115 000 DH,Stepway tout option,2015,Manuelle,Diesel,110 000 - 119 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
143 000 DH,Renault Express,2022,Manuelle,Diesel,90 000 - 94 999,Renault,Express,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
98 000 DH,Série 120D coupé première main,2012,Manuelle,Diesel,200 000 - 249 999,BMW,Série 1,3,WW au Maroc,Oui,8 CV,Très bon,Aucun
125 000 DH,BMW Série 5 Diesel Automatique 2010 à Rabat,2010,Automatique,Diesel,300 000 - 349 999,BMW,Série 5,5,WW au Maroc,Non,12 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
360 000 DH,KIFAL - AUDI A6,2021,Automatique,Diesel,100 000 - 109 999,Audi,A6,,,,8 CV,,Aucun
22 000 DH,NissanSunny,1996,Manuelle,Essence,20 000 - 24 999,Nissan,Sunny,5,WW au Maroc,Non,9 CV,Bon,"CD/MP3/Bluetooth, Climatisation, Verrouillage centralisé à distance"
,Leapmotor C10 Electrique Automatique 2024,2024,Automatique,Electrique,0 - 4 999,Leapmotor,C10,,Importée neuve,Oui,4 CV,Neuf,Aucun
285 000 DH,JEEP AVENGER 08/2024 FULL OPTION,2024,Automatique,Hybride,5 000 - 9 999,Jeep,Avenger,5,WW au Maroc,Oui,7 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
120 000 DH,Opel Astra,2015,Manuelle,Diesel,150 000 - 159 999,Opel,Astra,5,WW au Maroc,Oui,7 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
,Toyota Hilux pickup,2018,Manuelle,Diesel,200 000 - 249 999,Toyota,Hilux,5,WW au Maroc,Oui,10 CV,Excellent,Aucun
158 000 DH,Dacia Lodgy Diesel Manuelle 2022 à Temara,2022,Manuelle,Diesel,85 000 - 89 999,Dacia,Lodgy,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
350 000 DH,سيارة من نوع فولسفاكن موديل 2024/2,2024,Automatique,Diesel,15 000 - 19 999,Volkswagen,T-Roc,5,WW au Maroc,Oui,7 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
980 000 DH,Mercedes GLE 53 AMG USA - DERKAOUI AUTO,2021,Automatique,Essence,20 000 - 24 999,Mercedes-Benz,Classe GLE,5,Dédouanée,Oui,17 CV,Neuf,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
50 000 DH,renault r19,1994,Manuelle,Diesel,0 - 4 999,Renault,19,5,Dédouanée,Non,7 CV,Excellent,"Jantes aluminium, Verrouillage centralisé à distance"
255 000 DH,BMW X5 Diesel Automatique 2016 à Marrakech,2016,Automatique,Diesel,150 000 - 159 999,BMW,X5,5,WW au Maroc,Non,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
165 000 DH,express,2022,Manuelle,Diesel,0 - 4 999,Renault,Express,5,WW au Maroc,Oui,7 CV,Excellent,"CD/MP3/Bluetooth, Climatisation, ESP, Radar de recul, Verrouillage centralisé à distance, Vitres électriques"
128 000 DH,fiat 500 automatique,2020,Automatique,Essence,120 000 - 129 999,Fiat,500,3,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,Audi A3 Sportback S-line,2024,Automatique,Diesel,20 000 - 24 999,Audi,A3,5,WW au Maroc,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Mercedes benz GLC220d 2025 Full options,2025,Automatique,Diesel,0 - 4 999,Mercedes-Benz,Classe GLC,5,Importée neuve,Oui,9 CV,Neuf,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
1 950 000 DH,Porsche cayenne GT turbo 2022,2022,Automatique,Essence,25 000 - 29 999,Porsche,Cayenne,5,Importée neuve,Oui,23 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
208 000 DH,seat arona Modèle 2022 1ère main,2022,Manuelle,Diesel,50 000 - 54 999,Seat,Arona,5,WW au Maroc,Oui,6 CV,Excellent,Aucun
125 000 DH,Hyundai i30,2013,Automatique,Diesel,110 000 - 119 999,Hyundai,i30,,,,6 CV,Très bon,Aucun
17 000 DH,سوبير 5اسانس,1985,Manuelle,Essence,0 - 4 999,Renault,Super 5,5,WW au Maroc,Non,5 CV,Bon,Aucun
95 000 DH,mercedes c 220 cdi  1999,1999,Manuelle,Diesel,300 000 - 349 999,Mercedes-Benz,Classe C,5,Dédouanée,Non,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Vitres électriques"
265 000 DH,Mercedes Classe E220 Diesel Premier Main,2016,Automatique,Diesel,190 000 - 199 999,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,9 CV,Neuf,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Opel Grandland 2023 Diesel Automatique,2023,Automatique,Diesel,15 000 - 19 999,Opel,Grandland,5,WW au Maroc,Non,7 CV,Excellent,Aucun
,SEAT ATECA FR,2022,Automatique,Diesel,60 000 - 64 999,Seat,Ateca,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
220 000 DH,Volkswagen Tiguan,2015,Manuelle,Diesel,150 000 - 159 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,"ABS, Airbags, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
70 000 DH,سيارة من نوع كونكو دي 65 كارط كريز,2008,Manuelle,Diesel,140 000 - 149 999,Renault,Kangoo,5,WW au Maroc,Non,7 CV,Bon,"Airbags, CD/MP3/Bluetooth, Verrouillage centralisé à distance, Vitres électriques"
,Nissan pickup,2008,Manuelle,Diesel,0 - 4 999,Nissan,Pick up,,,,13 CV,,Aucun
225 000 DH,سيارة موديل 2022 اتوماتيك عامر,2022,Automatique,Diesel,75 000 - 79 999,Kia,Cerato,,Importée neuve,Oui,6 CV,Excellent,Aucun
289 900 DH,Audi Q5 Diesel Automatique 2017 à Casablanca,2017,Automatique,Diesel,140 000 - 149 999,Audi,Q5,5,WW au Maroc,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
295 000 DH,range rover Velar Diesel,2018,Automatique,Diesel,120 000 - 129 999,Land Rover,Range Rover,5,WW au Maroc,Oui,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
269 000 DH,Hyundai Tucson Hybride Automatique 2020 à Oujda,2020,Automatique,Hybride,120 000 - 129 999,Hyundai,Tucson,5,Dédouanée,Non,6 CV,Excellent,Aucun
185 000 DH,skoda,2022,Manuelle,Diesel,55 000 - 59 999,Skoda,Scala,5,WW au Maroc,Oui,7 CV,Excellent,Aucun
170 000 DH,Golf 7 Pack GTD,2015,Automatique,Diesel,200 000 - 249 999,Volkswagen,Golf 7,5,WW au Maroc,Non,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
110 000 DH,Toyota Yaris,2018,Manuelle,Essence,100 000 - 109 999,Toyota,Yaris,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation"
240 000 DH,Hyundai Tucson automatique 2019 faible km,2019,Automatique,Diesel,90 000 - 94 999,Hyundai,Tucson,3,WW au Maroc,Non,7 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
68 000 DH,Ford ka Modèle 2009 dédouané 2012,2012,Manuelle,Essence,80 000 - 84 999,Ford,Ka,3,Dédouanée,Oui,7 CV,Très bon,Aucun
73 000 DH,Kayna fi tiznit,2016,Manuelle,Diesel,190 000 - 199 999,Fiat,Doblo,5,WW au Maroc,Non,6 CV,Très bon,"Verrouillage centralisé à distance, Vitres électriques"
,Fiat500 automatique,2015,Automatique,Essence,50 000 - 54 999,Fiat,500,5,WW au Maroc,Oui,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Ordinateur de bord, Verrouillage centralisé à distance, Vitres électriques"
,Range rover autobiography,2018,Automatique,Diesel,130 000 - 139 999,Land Rover,Range Rover Sport,5,Importée neuve,Non,12 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
89 000 DH,Skoda Fabia Essence Manuelle 2017 à Safi,2017,Manuelle,Essence,160 000 - 169 999,Skoda,Fabia,5,,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Limiteur de vitesse, Régulateur de vitesse, Vitres électriques"
,رونو كليو ديزل أوتوماتيك 2017 في أولاد تايمة,2017,Automatique,Diesel,170 000 - 179 999,Renault,Clio,5,Dédouanée,,5 CV,Très bon,Aucun
79 000 DH,Megane 3 coupé 1.9,2009,Manuelle,Diesel,170 000 - 179 999,Renault,Megane,3,WW au Maroc,Non,7 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
56 000 DH,Peugeot 407 Diesel 8ch model 2006,2006,Manuelle,Diesel,15 000 - 19 999,Peugeot,407,5,Dédouanée,Non,8 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
469 000 DH,Volkswagen Touareg 3.0 X-TREME,2019,Automatique,Diesel,100 000 - 109 999,Volkswagen,Touareg,3,WW au Maroc,Oui,12 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
178 000 DH,NISSAN QUASKAI,2016,Automatique,Diesel,140 000 - 149 999,Nissan,Qashqai,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,Mercedes classe C,2007,Automatique,Diesel,0 - 4 999,Mercedes-Benz,Classe C,5,Dédouanée,,9 CV,Excellent,"ABS, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
130 000 DH,Fiat Tipo Easy HatchBack 1.6MultiJet Casablanca,2019,Manuelle,Diesel,100 000 - 109 999,Fiat,Tipo,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
95 000 DH,dacia stepway,2014,Manuelle,Diesel,200 000 - 249 999,Dacia,Sandero,5,WW au Maroc,Non,6 CV,,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Radar de recul, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
124 000 DH,Dacia doker,2020,Manuelle,Diesel,190 000 - 199 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Ordinateur de bord, Radar de recul, Verrouillage centralisé à distance, Vitres électriques"
,clio 5,2021,Manuelle,Diesel,120 000 - 129 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Vitres électriques"
415 000 DH,Alfa Romeo 4C Quasineuve 2020,2020,Automatique,Essence,45 000 - 49 999,Alfa Romeo,4C,3,WW au Maroc,Oui,10 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
223 000 DH,Citroen new c4 Cross bva8 HDi 53k 2022 Tetouan,2022,Automatique,Diesel,50 000 - 54 999,Citroen,C4,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
119 000 DH,C ELYSÉE très bon état,2020,Manuelle,Diesel,100 000 - 109 999,Citroen,C-Elysée,,WW au Maroc,,6 CV,,Aucun
210 000 DH,KIFAL - JEEP Renegade,2023,Manuelle,Diesel,70 000 - 74 999,Jeep,Renegade,,,,6 CV,,Aucun
,dacia,2021,Manuelle,Diesel,120 000 - 129 999,Dacia,Dokker,3,WW au Maroc,Oui,6 CV,Excellent,"Airbags, Climatisation"
178 000 DH,Nissan Qashqai Diesel Automatique 2016 à Rabat,2016,Automatique,Diesel,65 000 - 69 999,Nissan,Qashqai,5,WW au Maroc,Oui,6 CV,Bon,"ABS, CD/MP3/Bluetooth, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
95 000 DH,hyundai i30,2011,Manuelle,Diesel,200 000 - 249 999,Hyundai,i30,5,Importée neuve,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
298 000 DH,Kia K5 Hybride Automatique 2022 à Casablanca,2022,Automatique,Hybride,100 000 - 109 999,Kia,K5,5,WW au Maroc,Non,11 CV,Bon,"Airbags, Jantes aluminium, Sièges cuir, Système de navigation/GPS"
158 000 DH,Nissan Qashqai Diesel Manuelle 2016 à Casablanca,2016,Manuelle,Diesel,95 000 - 99 999,Nissan,Qashqai,5,WW au Maroc,Oui,6 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
103 000 DH,Skoda Fabia Essence Manuelle 2017 à Rabat,2017,Manuelle,Essence,85 000 - 89 999,Skoda,Fabia,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Ordinateur de bord, Radar de recul, Verrouillage centralisé à distance, Vitres électriques"
,Mini Cooper Essence Automatique 2016 à Casablanca,2016,Automatique,Essence,110 000 - 119 999,Mini,Cooper,5,Dédouanée,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Mitsubishi L200 Diesel Automatique 2022 à Salé,2022,Automatique,Diesel,80 000 - 84 999,Mitsubishi,L200,,WW au Maroc,,10 CV,Bon,Aucun
