Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
175 000 DH,Jeep Cherokee Longitude,2015,Automatique,Diesel,120 000 - 129 999,Jeep,Cherokee,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,Mercedes-Benz Classe GLC Diesel Automatique 2019,2019,Automatique,Diesel,95 000 - 99 999,Mercedes-Benz,Classe GLC,5,Importée neuve,Oui,9 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
165 000 DH,nissan quskai 2015,2015,Manuelle,Diesel,170 000 - 179 999,Nissan,Qashqai,5,,Non,6 CV,Très bon,Jantes aluminium
154 000 DH,بيجو 2008 ديزل يدوي 2020 في مراكش,2020,Manuelle,Diesel,190 000 - 199 999,Peugeot,2008,,,,6 CV,,Aucun
170 000 DH,dacia duster,2020,Manuelle,Diesel,70 000 - 74 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance"
98 000 DH,Opel Astra Diesel Manuelle 2012 à Casablanca,2012,Manuelle,Diesel,300 000 - 349 999,Opel,Astra,5,WW au Maroc,Non,7 CV,Très bon,Aucun
,Dacia Logan 2022 Toutes Options,2022,Manuelle,Diesel,80 000 - 84 999,Dacia,Logan,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
230 000 DH,Tiguan,2017,Manuelle,Diesel,160 000 - 169 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Peugeot 206 Break,2003,Manuelle,Diesel,250 000 - 299 999,Peugeot,206,5,WW au Maroc,Non,8 CV,Correct,"CD/MP3/Bluetooth, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
44 500 DH,peugeot 205 mazot mli7a,1987,Manuelle,Diesel,140 000 - 149 999,Peugeot,205,5,Dédouanée,,7 CV,Excellent,"CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques"
105 000 DH,BMW,2008,Automatique,Diesel,5 000 - 9 999,Autres,Autres,5,WW au Maroc,Oui,8 CV,Très bon,"ESP, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques"
225 000 DH,أوبيل موفانو ماستر ديزل يدوي 2021 في الدار البيضاء,2021,Manuelle,Diesel,90 000 - 94 999,Opel,Movano,5,WW au Maroc,Oui,9 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
85 000 DH,Hyundai ix55 veracrus,2011,Automatique,Diesel,250 000 - 299 999,Hyundai,ix55,5,WW au Maroc,Non,12 CV,Correct,"ABS, Airbags, Caméra de recul, Climatisation, ESP, Jantes aluminium, Radar de recul, Sièges cuir, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
95 000 DH,Kia Mohave Diesel Automatique n9ia,2010,Automatique,Diesel,450 000 - 499 999,Kia,Mohave,5,WW au Maroc,Oui,12 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
35 000 DH,سيارة للبيع مرسيدس في حالة جيدة,1990,Manuelle,Diesel,200 000 - 249 999,Mercedes-Benz,250,5,Dédouanée,Non,10 CV,Excellent,"ABS, Vitres électriques"
,سكودا اوكتافيا,2009,Manuelle,Diesel,95 000 - 99 999,Skoda,Octavia,5,Dédouanée,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
,Peugeot 206 Diesel Manuelle 2003 à Settat,2003,Manuelle,Diesel,30 000 - 34 999,Peugeot,206,3,WW au Maroc,Oui,6 CV,Bon,CD/MP3/Bluetooth
,golf 2,1986,Manuelle,Diesel,40 000 - 44 999,Volkswagen,Golf 2,,Dédouanée,,6 CV,Très bon,Aucun
150 000 DH,Touran a vendre,2013,Automatique,Diesel,40 000 - 44 999,Volkswagen,Touran,,Dédouanée,,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
115 000 DH,dacia duster,2011,Manuelle,Diesel,35 000 - 39 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Sièges cuir, Vitres électriques"
80 000 DH,Hyundai Santa Fe,2009,Automatique,Diesel,15 000 - 19 999,Hyundai,Santa Fe,5,WW au Maroc,Non,10 CV,Correct,Toit ouvrant
67 000 DH,Renault Scénic,2004,Manuelle,Diesel,300 000 - 349 999,Renault,Scenic,5,Dédouanée,Non,7 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
,Mercedes-Benz Classe CLA220d Pack AMG 2020,2020,Automatique,Diesel,70 000 - 74 999,Mercedes-Benz,Classe CLA,5,Dédouanée,,8 CV,Excellent,Aucun
55 000 DH,ميرسدس بنز 220 ديزل يدوي 1999 في الناظور,1999,Manuelle,Diesel,250 000 - 299 999,Mercedes-Benz,220,5,Dédouanée,Non,9 CV,Bon,Aucun
118 000 DH,Dacia dokker,2015,Manuelle,Diesel,0 - 4 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
,peugeot,1991,Manuelle,Diesel,450 000 - 499 999,Peugeot,309,,,,7 CV,Correct,Aucun
,PICANTO 1ere main,2016,Automatique,Essence,80 000 - 84 999,Kia,Picanto,5,WW au Maroc,Oui,6 CV,Excellent,"Climatisation, Vitres électriques"
,hyundai accent,2017,Manuelle,Diesel,140 000 - 149 999,Hyundai,Accent,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Ordinateur de bord, Verrouillage centralisé à distance, Vitres électriques"
140 000 DH,clio l'intense automatique 1ère main,2020,Automatique,Diesel,110 000 - 119 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
168 000 DH,Renault Mégane4 Modèle 2019,2019,Automatique,Diesel,140 000 - 149 999,Renault,Megane,5,WW au Maroc,Oui,6 CV,Excellent,Aucun
290 000 DH,Volkswagen Tiguan Diesel Automatique 2017 R line,2017,Automatique,Diesel,65 000 - 69 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
48 000 DH,RENAULT MÉGANE,2004,Manuelle,Essence,25 000 - 29 999,Renault,Megane,,,,9 CV,,"ABS, CD/MP3/Bluetooth, Verrouillage centralisé à distance, Vitres électriques"
287 000 DH,Volkswagen Touareg Diesel Automatique 2020,2020,Automatique,Diesel,120 000 - 129 999,Volkswagen,Touareg,5,WW au Maroc,Oui,6 CV,Très bon,Aucun
107 000 DH,Nissan Note Diesel 2016,2016,Manuelle,Diesel,140 000 - 149 999,Nissan,Note,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
51 000 DH,Renault Clio Diesel Manuelle 2001 à Agadir,2001,Manuelle,Diesel,160 000 - 169 999,Renault,Clio,5,,,7 CV,,Aucun
125 000 DH,Fiat 500 Essence Manuelle 2021 à Tanger,2021,Manuelle,Essence,15 000 - 19 999,Fiat,500,3,WW au Maroc,Oui,7 CV,Excellent,Aucun
140 000 DH,Renault Kangoo Diesel Manuelle 2017 à Mohammedia,2017,Manuelle,Diesel,200 000 - 249 999,Renault,Kangoo,3,WW au Maroc,Oui,7 CV,Bon,Aucun
238 000 DH,Volkswagen Touran Diesel Automatique 2016,2016,Automatique,Diesel,160 000 - 169 999,Volkswagen,Touran,,Dédouanée,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
62 000 DH,Honda Accord Essence Manuelle 2008 à Agadir,2008,Manuelle,Essence,200 000 - 249 999,Honda,Accord,5,Dédouanée,Non,11 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
170 000 DH,Mercedes Benz C220 coupe PACK AMG,2012,Automatique,Diesel,170 000 - 179 999,MG,MG4,3,Dédouanée,Oui,9 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
95 000 DH,Fiat Fiorino Diesel Manuelle 2019 à Casablanca,2019,Manuelle,Diesel,160 000 - 169 999,Fiat,Fiorino,5,WW au Maroc,Oui,5 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Verrouillage centralisé à distance, Vitres électriques"
47 000 DH,Hyundai i 10 Essence Manuelle 2009 à Casablanca,2009,Manuelle,Essence,190 000 - 199 999,Hyundai,i10,5,,,5 CV,Très bon,Aucun
122 000 DH,Sandero Stepway a vendre,2018,Manuelle,Diesel,75 000 - 79 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
163 000 DH,touareg,2016,Automatique,Diesel,300 000 - 349 999,Volkswagen,Touareg,5,Dédouanée,Non,12 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Vitres électriques"
,206 mazal n9iya,2002,Manuelle,Diesel,Plus de 500 000,Peugeot,206,5,WW au Maroc,Non,7 CV,Très bon,Aucun
,Land Rover Velar Diesel Automatique 2018 à Agadir,2018,Automatique,Diesel,95 000 - 99 999,Land Rover,Range Rover Velar,5,WW au Maroc,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
205 000 DH,اودي a3 عامرة,2013,Automatique,Diesel,150 000 - 159 999,Audi,A3,5,Dédouanée,Non,8 CV,Excellent,Aucun
73 000 DH,mercedes cls,2007,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,Classe S,5,Importée neuve,Oui,11 CV,,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
100 000 DH,Citroën 2016,2016,Manuelle,Diesel,180 000 - 189 999,Citroen,Berlingo,5,WW au Maroc,Oui,6 CV,Très bon,Aucun
880 000 DH,Audi Rs3 2023 Essence,2023,Automatique,Essence,5 000 - 9 999,Audi,A3,5,Importée neuve,Oui,11 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
430 000 DH,Ford Raptor 2020 Suréquipée,2020,Automatique,Diesel,100 000 - 109 999,Ford,raptor,,,Oui,8 CV,Excellent,Aucun
,mercedess,2017,Automatique,Essence,150 000 - 159 999,Mercedes-Benz,190,5,WW au Maroc,Non,10 CV,Excellent,Jantes aluminium
125 000 DH,Renault Kangoo Diesel Manuelle 2016 à Casablanca,2016,Manuelle,Diesel,200 000 - 249 999,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Très bon,Aucun
,Ford fiesta titanium bon état,2010,Manuelle,Diesel,200 000 - 249 999,Ford,Fiesta,,,Non,6 CV,Très bon,Aucun
900 000 DH,ferrari california,2011,Automatique,Essence,65 000 - 69 999,Ferrari,California,3,,Oui,37 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
44 000 DH,mitsubishi lancer,2007,Manuelle,Essence,160 000 - 169 999,Mitsubishi,Lancer,5,WW au Maroc,Oui,7 CV,Très bon,"CD/MP3/Bluetooth, Climatisation, Verrouillage centralisé à distance, Vitres électriques"
45 000 DH,ڤولزڤاڭن جولف 2 ديزل يدوي 1992 في الناظور,1992,Manuelle,Diesel,10 000 - 14 999,Volkswagen,Golf 2,5,Dédouanée,Non,5 CV,Bon,Aucun
340 000 DH,vente mercedes classe E 220 diesel,2019,Automatique,Diesel,170 000 - 179 999,Mercedes-Benz,220,5,,Oui,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Golf 7 GTD,2017,Automatique,Diesel,110 000 - 119 999,Volkswagen,Golf 7,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,fiât tipo Diesel,2018,Manuelle,Diesel,70 000 - 74 999,Fiat,Tipo,5,WW au Maroc,Oui,5 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Ordinateur de bord, Verrouillage centralisé à distance, Vitres électriques"
125 000 DH,cross touran 2009 diwana 2013 - 7 PLACES,2009,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Touran,5,Dédouanée,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
160 000 DH,Renault Clio Diesel Manuelle 2023 à Tamesna,2023,Manuelle,Diesel,50 000 - 54 999,Renault,Clio,,WW au Maroc,Oui,6 CV,Excellent,Aucun
450 000 DH,Mercedes-Benz GLB Diesel Automatique 2020 à Agadir,2020,Automatique,Diesel,55 000 - 59 999,Mercedes-Benz,GLB,5,Dédouanée,Oui,8 CV,Excellent,Aucun
350 000 DH,Volkswagen Tiguan Diesel Automatique 2018,2018,Automatique,Diesel,150 000 - 159 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,dacia dokker à vendre,2013,Manuelle,Diesel,25 000 - 29 999,Dacia,Dokker,5,,Oui,7 CV,Très bon,"Airbags, Climatisation, Jantes aluminium, Ordinateur de bord, Verrouillage centralisé à distance, Vitres électriques"
176 000 DH,Hyundai i30,2018,Automatique,Diesel,0 - 4 999,Hyundai,i30,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
128 000 DH,peugeot,2021,Manuelle,Diesel,85 000 - 89 999,Peugeot,301,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
147 000 DH,Renault Kangoo,2018,Manuelle,Diesel,150 000 - 159 999,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
72 000 DH,سيارةكونݣو,2006,Manuelle,Diesel,45 000 - 49 999,Renault,Kangoo,5,,Non,6 CV,Très bon,Aucun
155 000 DH,Hyundai i30 2014 faible kilométrage,2014,Automatique,Diesel,95 000 - 99 999,Hyundai,i30,5,WW au Maroc,,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
50 000 DH,citroen,2004,Manuelle,Diesel,65 000 - 69 999,Citroen,Xsara,5,Dédouanée,Oui,8 CV,Excellent,Aucun
67 000 DH,Toyota Corolla Diesel Manuelle 2007 à Laâyoune,2007,Manuelle,Diesel,250 000 - 299 999,Toyota,Corolla,5,WW au Maroc,Non,8 CV,Excellent,"Airbags, Climatisation, Verrouillage centralisé à distance, Vitres électriques"
68 000 DH,Ford ka Modèle 2009 dédouané 2012,2009,Manuelle,Essence,80 000 - 84 999,Ford,Ka,3,Dédouanée,Oui,7 CV,Très bon,Aucun
65 000 DH,BMW X5,2007,Automatique,Diesel,95 000 - 99 999,BMW,X5,5,Pas encore dédouanée,Non,20 CV,Très bon,"Airbags, Climatisation, Jantes aluminium, Limiteur de vitesse, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
,Audi Q8 Diesel Automatique 2019 à Casablanca,2019,Automatique,Diesel,160 000 - 169 999,Audi,Q8,5,WW au Maroc,Oui,12 CV,Très bon,Aucun
25 000 DH,fiat palio,2004,Manuelle,Diesel,200 000 - 249 999,Fiat,Palio,5,WW au Maroc,Non,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Ordinateur de bord, Verrouillage centralisé à distance, Vitres électriques"
20 000 DH,Renault  Essence Manuelle 1989 à Berrechid,1989,Manuelle,Essence,5 000 - 9 999,Renault,12,3,Pas encore dédouanée,Non,6 CV,Bon,Aucun
145 000 DH,Volvo V40 D2,2015,Automatique,Diesel,140 000 - 149 999,Volvo,V40,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
,Audi Q5 Diesel Automatique 2017 à Casablanca,2017,Automatique,Diesel,130 000 - 139 999,Audi,Q5,5,Importée neuve,Oui,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
70 000 DH,BMW Série 1 Essence Manuelle 2007 à Fès,2007,Manuelle,Essence,190 000 - 199 999,BMW,Série 1,5,Dédouanée,Non,9 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Radar de recul, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
195 000 DH,Alfa Romeo Giulietta Diesel Automatique 2018,2018,Automatique,Diesel,120 000 - 129 999,Alfa Romeo,Giulietta,,WW au Maroc,,6 CV,Excellent,"ABS, Airbags, Climatisation, Jantes aluminium, Radar de recul, Sièges cuir, Système de navigation/GPS, Vitres électriques"
145 000 DH,citroen berlingo 2017,2017,Manuelle,Diesel,180 000 - 189 999,Citroen,Berlingo,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS"
58 000 DH,kia picanto ww,2009,Manuelle,Diesel,180 000 - 189 999,Kia,Picanto,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Ordinateur de bord, Radar de recul, Verrouillage centralisé à distance, Vitres électriques"
115 000 DH,KIFAL - FIAT Doblo Cargo,2021,Manuelle,Diesel,160 000 - 169 999,Fiat,Doblo,,,,5 CV,,Aucun
